campaign_id,campaign_name,campaign_type,channel,target_countries,start_date,end_date,budget_eur,spend_eur,target_impressions,actual_impressions,target_clicks,actual_clicks,target_conversions,actual_conversions,campaign_message,discount_percentage,promotional_code,created_at,updated_at
CAMP_000098,New Arrivals November,new_collection_launch,display_ads,"['FR', 'NL', 'LU', 'DE', 'BE']",2022-11-04,2022-11-23,56866.59,49115.11,7556171,7208550,60449,54578,906,833,"Fresh styles, endless possibilities - shop now!",0.0,,2025-10-14 13:00:07.918325,2025-10-14 13:00:07.918326
CAMP_000099,New Arrivals November,new_collection_launch,social_media,"['DE', 'FR']",2022-11-06,2022-11-20,12010.56,10611.59,1248422,1273094,18726,16269,468,541,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.918340,2025-10-14 13:00:07.918341
CAMP_000100,Loyalty Rewards November,loyalty_program,outdoor,"['LU', 'BE']",2022-11-22,2022-12-10,41258.21,43551.6,1451719,1493665,1451,1454,7,7,Discover amazing loyalty program deals!,10.2,EURO98,2025-10-14 13:00:07.918356,2025-10-14 13:00:07.918356
CAMP_000101,Come Back Campaign November,retention,in_store,"['BE', 'FR', 'DE']",2022-11-24,2022-12-02,16797.92,15169.04,3033808,3298507,303380,252026,13652,16667,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918371,2025-10-14 13:00:07.918372
CAMP_000102,New Arrivals December,new_collection_launch,display_ads,['FR'],2022-12-28,2023-01-17,10177.01,10859.53,1670697,1575302,13365,10920,200,242,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.918387,2025-10-14 13:00:07.918387
CAMP_000103,New Arrivals December,new_collection_launch,influencer,"['NL', 'DE']",2022-12-20,2023-01-02,22278.74,21176.24,1411749,1349550,35293,29931,776,647,"Fresh styles, endless possibilities - shop now!",0.0,,2025-10-14 13:00:07.918402,2025-10-14 13:00:07.918402
CAMP_000104,Flash Sale 22/01,flash_sale,in_store,"['LU', 'BE', 'DE']",2023-01-22,2023-01-25,20228.38,20754.17,4150834,4274581,415083,450457,18678,22657,Quick! Don't miss out on these incredible deals!,53.1,DEAL21,2025-10-14 13:00:07.918419,2025-10-14 13:00:07.918420
CAMP_000105,Spring Style Event,seasonal_promotion,influencer,"['FR', 'LU', 'DE', 'NL', 'BE']",2023-01-18,2023-02-13,49664.76,54301.55,3620103,3379212,90502,96670,1991,1589,Spring into style with our latest collection!,30.0,NEW89,2025-10-14 13:00:07.918436,2025-10-14 13:00:07.918436
CAMP_000106,Flash Sale 04/01,flash_sale,tv_commercial,"['BE', 'LU']",2023-01-04,2023-01-07,140003.06,145063.71,5802548,5373710,11605,9749,92,74,Quick! Don't miss out on these incredible deals!,51.4,SAVE20,2025-10-14 13:00:07.918452,2025-10-14 13:00:07.918453
CAMP_000107,Come Back Campaign February,retention,google_ads,['NL'],2023-02-23,2023-03-04,21715.13,22483.59,1873632,1721383,65577,70700,1836,2110,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918468,2025-10-14 13:00:07.918468
CAMP_000108,New Arrivals February,new_collection_launch,influencer,"['LU', 'BE']",2023-02-15,2023-02-26,20281.14,20823.16,1388210,1456549,34705,39771,763,719,Introducing our latest collection - fashion forward!,0.0,,2025-10-14 13:00:07.918483,2025-10-14 13:00:07.918483
CAMP_000109,End of Season Clearance,clearance,radio,['FR'],2023-02-02,2023-02-28,19265.36,20883.34,1160185,1052602,3480,3880,41,29,Clearance event - make room for new arrivals!,53.4,DEAL76,2025-10-14 13:00:07.918499,2025-10-14 13:00:07.918499
CAMP_000110,End of Season Clearance,clearance,radio,"['DE', 'BE', 'LU']",2023-03-07,2023-03-26,53298.13,53456.41,2969800,3119103,8909,10198,106,126,Last chance to grab these styles at amazing prices!,52.4,NEW69,2025-10-14 13:00:07.918516,2025-10-14 13:00:07.918517
CAMP_000111,Come Back Campaign April,retention,outdoor,"['LU', 'NL']",2023-04-16,2023-04-30,61488.3,65915.92,2197197,2350798,2197,2043,10,12,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918532,2025-10-14 13:00:07.918532
CAMP_000112,Loyalty Rewards April,loyalty_program,outdoor,"['LU', 'FR', 'DE', 'BE', 'NL']",2023-04-08,2023-04-22,129085.82,112116.6,3737220,3525157,3737,3944,18,20,Discover amazing loyalty program deals!,14.7,NEW54,2025-10-14 13:00:07.918549,2025-10-14 13:00:07.918549
CAMP_000113,Welcome Campaign April,customer_acquisition,social_media,"['BE', 'LU']",2023-04-27,2023-05-17,14013.64,13234.01,1556942,1418264,23354,26856,583,471,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918564,2025-10-14 13:00:07.918564
CAMP_000114,Come Back Campaign April,retention,influencer,['BE'],2023-04-18,2023-05-06,10430.54,10668.83,711255,690121,17781,16285,391,378,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918578,2025-10-14 13:00:07.918578
CAMP_000115,Welcome Campaign April,customer_acquisition,display_ads,"['NL', 'BE', 'LU', 'DE', 'FR']",2023-04-15,2023-04-26,63196.89,61025.9,9388600,9544228,75108,72654,1126,1246,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918593,2025-10-14 13:00:07.918594
CAMP_000116,EuroStyle Brand Campaign 2023,brand_awareness,tv_commercial,['NL'],2023-05-05,2023-05-25,43004.9,40255.6,1610223,1576395,3220,2576,25,26,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.918611,2025-10-14 13:00:07.918611
CAMP_000117,End of Season Clearance,clearance,email,"['DE', 'LU']",2023-05-22,2023-06-06,5353.46,4713.93,2356967,2249094,106063,122975,3712,4003,Last chance to grab these styles at amazing prices!,42.9,STYLE39,2025-10-14 13:00:07.918628,2025-10-14 13:00:07.918628
CAMP_000118,Loyalty Rewards May,loyalty_program,in_store,"['DE', 'BE', 'FR', 'LU', 'NL']",2023-05-01,2023-05-16,24426.12,23516.68,4703335,4309737,470333,481077,21164,21941,Discover amazing loyalty program deals!,23.3,STYLE26,2025-10-14 13:00:07.918644,2025-10-14 13:00:07.918645
CAMP_000119,Loyalty Rewards May,loyalty_program,in_store,"['LU', 'FR']",2023-05-14,2023-05-30,13156.04,11938.23,2387646,2506310,238764,264690,10744,9453,Discover amazing loyalty program deals!,15.4,NEW31,2025-10-14 13:00:07.918660,2025-10-14 13:00:07.918661
CAMP_000120,New Arrivals May,new_collection_launch,outdoor,"['BE', 'LU', 'DE']",2023-05-11,2023-05-19,88046.73,84050.61,2801686,2879860,2801,2865,14,13,"Fresh styles, endless possibilities - shop now!",0.0,,2025-10-14 13:00:07.918675,2025-10-14 13:00:07.918676
CAMP_000121,Fall Style Event,seasonal_promotion,display_ads,"['BE', 'DE', 'LU']",2023-06-14,2023-06-28,47043.64,48197.21,7414955,6707056,59319,64078,889,1123,Celebrate the season with 25% off selected items!,34.5,SAVE54,2025-10-14 13:00:07.918693,2025-10-14 13:00:07.918694
CAMP_000122,Welcome Campaign June,customer_acquisition,display_ads,"['FR', 'DE', 'NL', 'LU', 'BE']",2023-06-04,2023-06-25,62038.99,56759.15,8732176,9478546,69857,81505,1047,1246,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918709,2025-10-14 13:00:07.918709
CAMP_000123,New Arrivals July,new_collection_launch,influencer,"['LU', 'BE', 'NL', 'FR', 'DE']",2023-07-25,2023-08-15,55207.47,49854.23,3323615,3331530,83090,99206,1827,2203,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.918725,2025-10-14 13:00:07.918726
CAMP_000124,End of Season Clearance,clearance,radio,"['BE', 'LU', 'DE', 'NL', 'FR']",2023-07-09,2023-07-27,109854.04,95845.23,5324734,5341731,15974,13114,191,205,Last chance to grab these styles at amazing prices!,56.6,EURO50,2025-10-14 13:00:07.918742,2025-10-14 13:00:07.918742
CAMP_000125,New Arrivals July,new_collection_launch,google_ads,['DE'],2023-07-20,2023-07-30,17363.1,15793.42,1316118,1289119,46064,48562,1289,1192,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.918755,2025-10-14 13:00:07.918756
CAMP_000126,Loyalty Rewards August,loyalty_program,tv_commercial,['LU'],2023-08-28,2023-09-04,54193.29,57943.15,2317726,2374088,4635,4264,37,41,Discover amazing loyalty program deals!,10.8,FRESH15,2025-10-14 13:00:07.918771,2025-10-14 13:00:07.918772
CAMP_000127,End of Season Clearance,clearance,social_media,"['FR', 'DE', 'LU', 'NL', 'BE']",2023-08-14,2023-09-13,22467.57,23497.54,2764416,3025705,41466,40374,1036,766,End of season clearance - up to 70% off!,52.5,EURO48,2025-10-14 13:00:07.918787,2025-10-14 13:00:07.918788
CAMP_000128,Flash Sale 18/09,flash_sale,google_ads,"['BE', 'LU', 'FR']",2023-09-18,2023-09-19,66217.55,61033.03,5086085,4733101,178012,182120,4984,3726,24 hours only - up to 50% off everything!,37.0,STYLE23,2025-10-14 13:00:07.918804,2025-10-14 13:00:07.918805
CAMP_000129,Come Back Campaign October,retention,in_store,['NL'],2023-10-22,2023-10-30,6930.1,6736.52,1347304,1450933,134730,115291,6062,6338,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918819,2025-10-14 13:00:07.918820
CAMP_000130,Welcome Campaign November,customer_acquisition,tv_commercial,"['NL', 'FR']",2023-11-09,2023-11-25,110492.5,99400.03,3976001,4232437,7952,6528,63,80,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918835,2025-10-14 13:00:07.918835
CAMP_000131,Loyalty Rewards November,loyalty_program,influencer,"['NL', 'DE', 'BE', 'LU', 'FR']",2023-11-25,2023-12-05,48086.61,42277.81,2818520,2583179,70463,79809,1550,1231,Discover amazing loyalty program deals!,17.8,FRESH31,2025-10-14 13:00:07.918851,2025-10-14 13:00:07.918851
CAMP_000132,Welcome Campaign November,customer_acquisition,email,['NL'],2023-11-13,2023-11-21,2102.08,2058.86,1029431,1109747,46324,42066,1621,1365,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918865,2025-10-14 13:00:07.918865
CAMP_000133,Loyalty Rewards November,loyalty_program,outdoor,['DE'],2023-11-06,2023-11-25,32224.76,34427.62,1147587,1131187,1147,1212,5,4,Discover amazing loyalty program deals!,13.7,FRESH21,2025-10-14 13:00:07.918880,2025-10-14 13:00:07.918881
CAMP_000134,Welcome Campaign December,customer_acquisition,influencer,['BE'],2023-12-12,2023-12-26,9560.66,9432.23,628815,576138,15720,15047,345,267,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918895,2025-10-14 13:00:07.918896
CAMP_000135,Welcome Campaign December,customer_acquisition,tv_commercial,"['DE', 'BE', 'NL', 'LU', 'FR']",2023-12-15,2024-01-01,344720.38,378468.89,15138755,13654530,30277,30128,242,173,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.918910,2025-10-14 13:00:07.918911
CAMP_000136,Loyalty Rewards December,loyalty_program,tv_commercial,"['LU', 'BE', 'DE']",2023-12-08,2023-12-29,203859.74,187082.76,7483310,8166200,14966,16039,119,134,Discover amazing loyalty program deals!,21.1,DEAL96,2025-10-14 13:00:07.918926,2025-10-14 13:00:07.918926
CAMP_000137,Come Back Campaign December,retention,social_media,"['DE', 'FR']",2023-12-09,2023-12-27,10156.81,9747.91,1146812,1133479,17202,17695,430,463,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.918940,2025-10-14 13:00:07.918940
CAMP_000138,End of Season Clearance,clearance,display_ads,"['NL', 'BE']",2023-12-27,2024-01-17,22563.21,19953.0,3069692,3340108,24557,27603,368,271,End of season clearance - up to 70% off!,65.0,STYLE12,2025-10-14 13:00:07.918956,2025-10-14 13:00:07.918956
CAMP_000139,Loyalty Rewards January,loyalty_program,google_ads,"['FR', 'BE', 'LU', 'NL', 'DE']",2024-01-26,2024-02-15,84983.53,80743.45,6728620,6127284,235501,242274,6594,7087,Discover amazing loyalty program deals!,24.5,NEW94,2025-10-14 13:00:07.918975,2025-10-14 13:00:07.918975
CAMP_000140,Winter Style Event,seasonal_promotion,google_ads,['DE'],2024-01-29,2024-02-19,19613.88,20282.67,1690222,1784622,59157,65197,1656,1812,Spring into style with our latest collection!,28.0,NEW59,2025-10-14 13:00:07.918992,2025-10-14 13:00:07.918993
CAMP_000141,Flash Sale 04/01,flash_sale,influencer,"['NL', 'BE']",2024-01-04,2024-01-05,20664.57,22116.07,1474404,1401216,36860,35983,810,837,"Flash sale alert - limited time, unlimited style!",31.3,EURO80,2025-10-14 13:00:07.919010,2025-10-14 13:00:07.919011
CAMP_000142,Loyalty Rewards January,loyalty_program,tv_commercial,"['NL', 'LU', 'BE']",2024-01-22,2024-01-30,190751.97,171685.25,6867410,6997092,13734,11124,109,126,Discover amazing loyalty program deals!,19.3,DEAL48,2025-10-14 13:00:07.919026,2025-10-14 13:00:07.919027
CAMP_000143,New Arrivals February,new_collection_launch,email,['NL'],2024-02-09,2024-03-01,2753.1,2593.56,1296780,1187696,58355,69381,2042,1982,"Fresh styles, endless possibilities - shop now!",0.0,,2025-10-14 13:00:07.919042,2025-10-14 13:00:07.919042
CAMP_000144,Welcome Campaign February,customer_acquisition,outdoor,"['NL', 'BE']",2024-02-13,2024-02-23,64985.97,70869.72,2362324,2553780,2362,1933,11,10,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919056,2025-10-14 13:00:07.919056
CAMP_000145,Come Back Campaign February,retention,social_media,"['LU', 'DE', 'FR']",2024-02-03,2024-02-20,12379.1,11707.49,1377351,1266406,20660,18602,516,528,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.919071,2025-10-14 13:00:07.919071
CAMP_000146,Loyalty Rewards February,loyalty_program,radio,"['BE', 'NL']",2024-02-14,2024-02-28,57143.4,57046.96,3169275,3082279,9507,10784,114,97,Discover amazing loyalty program deals!,20.3,EURO49,2025-10-14 13:00:07.919087,2025-10-14 13:00:07.919087
CAMP_000147,Flash Sale 02/03,flash_sale,influencer,"['FR', 'LU', 'BE']",2024-03-02,2024-03-04,23150.51,21633.27,1442218,1515570,36055,41405,793,959,24 hours only - up to 50% off everything!,56.9,SAVE64,2025-10-14 13:00:07.919104,2025-10-14 13:00:07.919104
CAMP_000148,EuroStyle Brand Campaign 2024,brand_awareness,email,['BE'],2024-03-07,2024-03-22,2356.62,2541.08,1270540,1266465,57174,57939,2001,2560,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919119,2025-10-14 13:00:07.919119
CAMP_000149,Welcome Campaign March,customer_acquisition,radio,"['BE', 'FR']",2024-03-09,2024-03-25,42577.07,42430.48,2357248,2573401,7071,5813,84,93,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919133,2025-10-14 13:00:07.919133
CAMP_000150,EuroStyle Brand Campaign 2024,brand_awareness,influencer,"['LU', 'NL', 'BE']",2024-03-15,2024-04-03,27627.59,24959.59,1663972,1770374,41599,45759,915,703,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919149,2025-10-14 13:00:07.919149
CAMP_000151,End of Season Clearance,clearance,influencer,['LU'],2024-04-21,2024-05-21,9198.63,9670.37,644691,642142,16117,17476,354,448,Last chance to grab these styles at amazing prices!,47.8,EURO32,2025-10-14 13:00:07.919165,2025-10-14 13:00:07.919166
CAMP_000152,EuroStyle Brand Campaign 2024,brand_awareness,email,"['LU', 'NL']",2024-04-14,2024-04-28,5836.88,5825.77,2912883,2637723,131079,122262,4587,5682,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919180,2025-10-14 13:00:07.919180
CAMP_000153,End of Season Clearance,clearance,in_store,"['FR', 'DE']",2024-05-16,2024-06-12,9185.06,7933.5,1586699,1592869,158669,158860,7140,7802,Clearance event - make room for new arrivals!,62.4,EURO40,2025-10-14 13:00:07.919197,2025-10-14 13:00:07.919197
CAMP_000154,Spring Style Event,seasonal_promotion,tv_commercial,"['FR', 'BE', 'NL', 'DE', 'LU']",2024-06-13,2024-07-06,248475.11,260992.22,10439688,11042020,20879,17842,167,121,Celebrate the season with 25% off selected items!,24.3,NEW57,2025-10-14 13:00:07.919214,2025-10-14 13:00:07.919215
CAMP_000155,Come Back Campaign June,retention,google_ads,"['FR', 'DE']",2024-06-27,2024-07-05,24885.61,23550.67,1962555,1947395,68689,61197,1923,1984,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.919229,2025-10-14 13:00:07.919229
CAMP_000156,New Arrivals June,new_collection_launch,display_ads,"['BE', 'DE']",2024-06-21,2024-07-01,28115.64,25782.22,3966495,3987950,31731,28057,475,526,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.919244,2025-10-14 13:00:07.919244
CAMP_000157,Loyalty Rewards June,loyalty_program,in_store,"['BE', 'FR', 'NL']",2024-06-06,2024-06-18,12944.98,11677.72,2335543,2549881,233554,258478,10509,10738,Discover amazing loyalty program deals!,17.4,SAVE91,2025-10-14 13:00:07.919260,2025-10-14 13:00:07.919260
CAMP_000158,Welcome Campaign July,customer_acquisition,display_ads,"['DE', 'BE', 'FR', 'LU', 'NL']",2024-07-28,2024-08-08,48795.95,45266.63,6964097,7283773,55712,44653,835,804,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919276,2025-10-14 13:00:07.919276
CAMP_000159,Fall Style Event,seasonal_promotion,in_store,['NL'],2024-07-14,2024-08-11,4871.89,4685.57,937113,876295,93711,83580,4216,3096,Celebrate the season with 25% off selected items!,15.4,EURO11,2025-10-14 13:00:07.919292,2025-10-14 13:00:07.919292
CAMP_000160,Loyalty Rewards July,loyalty_program,outdoor,['LU'],2024-07-04,2024-07-11,26082.86,22863.75,762125,701761,762,858,3,2,Discover amazing loyalty program deals!,10.2,FRESH83,2025-10-14 13:00:07.919308,2025-10-14 13:00:07.919308
CAMP_000161,Come Back Campaign July,retention,tv_commercial,"['LU', 'BE']",2024-07-21,2024-07-31,122853.7,123617.79,4944711,4542543,9889,8657,79,88,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.919322,2025-10-14 13:00:07.919323
CAMP_000162,EuroStyle Brand Campaign 2024,brand_awareness,tv_commercial,"['DE', 'NL', 'FR']",2024-08-12,2024-08-24,183016.48,164131.48,6565259,6079952,13130,12886,105,103,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919339,2025-10-14 13:00:07.919339
CAMP_000163,Summer Style Event,seasonal_promotion,influencer,"['NL', 'DE']",2024-08-08,2024-08-30,20379.53,19984.56,1332304,1287663,33307,35522,732,598,Winter warmth - cozy up with 30% off outerwear!,30.4,DEAL80,2025-10-14 13:00:07.919355,2025-10-14 13:00:07.919355
CAMP_000164,End of Season Clearance,clearance,tv_commercial,"['BE', 'DE', 'LU']",2024-08-05,2024-08-20,166501.01,172682.55,6907301,7259208,13814,15727,110,108,End of season clearance - up to 70% off!,45.5,EURO78,2025-10-14 13:00:07.919371,2025-10-14 13:00:07.919372
CAMP_000165,New Arrivals August,new_collection_launch,influencer,"['NL', 'FR', 'LU', 'DE', 'BE']",2024-08-11,2024-08-25,49223.08,48000.21,3200014,3485186,80000,68128,1760,2160,Introducing our latest collection - fashion forward!,0.0,,2025-10-14 13:00:07.919387,2025-10-14 13:00:07.919387
CAMP_000166,Welcome Campaign August,customer_acquisition,in_store,"['FR', 'BE']",2024-08-06,2024-08-16,11436.2,11755.16,2351031,2509765,235103,191560,10579,11455,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919404,2025-10-14 13:00:07.919404
CAMP_000167,Welcome Campaign September,customer_acquisition,radio,"['NL', 'LU', 'BE']",2024-09-21,2024-09-29,51296.51,50360.31,2797794,3057833,8393,7335,100,82,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919419,2025-10-14 13:00:07.919419
CAMP_000168,EuroStyle Brand Campaign 2024,brand_awareness,email,['BE'],2024-10-20,2024-11-07,2931.82,2664.21,1332104,1274409,59944,55668,2098,1769,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919434,2025-10-14 13:00:07.919434
CAMP_000169,Fall Style Event,seasonal_promotion,tv_commercial,"['BE', 'LU', 'NL']",2024-10-05,2024-10-25,146289.64,142325.05,5693002,5798829,11386,9435,91,110,Celebrate the season with 25% off selected items!,22.9,SAVE57,2025-10-14 13:00:07.919450,2025-10-14 13:00:07.919450
CAMP_000170,Come Back Campaign November,retention,tv_commercial,"['BE', 'NL']",2024-11-08,2024-11-23,91271.21,77970.23,3118809,2826253,6237,6061,49,36,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.919465,2025-10-14 13:00:07.919465
CAMP_000171,EuroStyle Brand Campaign 2024,brand_awareness,social_media,"['NL', 'FR']",2024-12-05,2024-12-23,8761.0,8910.98,1048351,1052285,15725,14678,393,397,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919480,2025-10-14 13:00:07.919481
CAMP_000172,End of Season Clearance,clearance,radio,"['LU', 'NL', 'BE']",2024-12-12,2025-01-08,49136.95,45642.43,2535690,2741248,7607,6774,91,85,End of season clearance - up to 70% off!,49.1,STYLE24,2025-10-14 13:00:07.919496,2025-10-14 13:00:07.919497
CAMP_000173,Welcome Campaign December,customer_acquisition,print,['NL'],2024-12-05,2024-12-23,16443.23,15064.02,753201,721521,3766,3679,37,38,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919510,2025-10-14 13:00:07.919511
CAMP_000174,Flash Sale 06/01,flash_sale,outdoor,"['FR', 'BE', 'NL', 'LU', 'DE']",2025-01-06,2025-01-09,161814.19,144708.42,4823613,5086341,4823,4480,24,29,Quick! Don't miss out on these incredible deals!,55.4,EURO64,2025-10-14 13:00:07.919528,2025-10-14 13:00:07.919528
CAMP_000175,Fall Style Event,seasonal_promotion,print,"['FR', 'NL', 'LU', 'DE', 'BE']",2025-01-27,2025-02-19,74597.03,78715.18,3935759,3654940,19678,17035,196,209,Celebrate the season with 25% off selected items!,15.3,DEAL30,2025-10-14 13:00:07.919544,2025-10-14 13:00:07.919544
CAMP_000176,Loyalty Rewards February,loyalty_program,email,"['BE', 'FR', 'NL']",2025-02-10,2025-02-20,6256.89,6785.15,3392576,3273313,152665,125706,5343,5770,Discover amazing loyalty program deals!,12.6,EURO46,2025-10-14 13:00:07.919561,2025-10-14 13:00:07.919561
CAMP_000177,Welcome Campaign February,customer_acquisition,tv_commercial,"['FR', 'BE', 'DE', 'LU', 'NL']",2025-02-08,2025-02-21,268040.29,230897.12,9235884,9678485,18471,18367,147,181,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919576,2025-10-14 13:00:07.919576
CAMP_000178,New Arrivals February,new_collection_launch,influencer,"['LU', 'BE', 'DE']",2025-02-28,2025-03-14,26257.37,28375.4,1891693,2075092,47292,43685,1040,1249,New arrivals are here - be the first to shop!,0.0,,2025-10-14 13:00:07.919591,2025-10-14 13:00:07.919591
CAMP_000179,Fall Style Event,seasonal_promotion,email,"['NL', 'LU', 'DE']",2025-02-28,2025-03-22,5497.44,5167.62,2583809,2452983,116271,129061,4069,5181,Winter warmth - cozy up with 30% off outerwear!,19.0,NEW39,2025-10-14 13:00:07.919606,2025-10-14 13:00:07.919606
CAMP_000180,Come Back Campaign February,retention,google_ads,"['DE', 'FR', 'NL']",2025-02-07,2025-02-24,40688.77,35712.04,2976003,2858310,104160,117893,2916,2125,Discover amazing retention deals!,0.0,,2025-10-14 13:00:07.919621,2025-10-14 13:00:07.919621
CAMP_000181,Summer Style Event,seasonal_promotion,influencer,"['NL', 'LU', 'BE']",2025-03-03,2025-03-20,19232.69,18351.84,1223456,1223611,30586,34799,672,536,Winter warmth - cozy up with 30% off outerwear!,33.1,STYLE10,2025-10-14 13:00:07.919637,2025-10-14 13:00:07.919638
CAMP_000182,Spring Style Event,seasonal_promotion,print,"['FR', 'BE', 'DE', 'NL', 'LU']",2025-03-06,2025-04-04,91441.2,95449.95,4772497,5117813,23862,22533,238,221,Spring into style with our latest collection!,22.8,DEAL23,2025-10-14 13:00:07.919653,2025-10-14 13:00:07.919654
CAMP_000183,EuroStyle Brand Campaign 2025,brand_awareness,display_ads,"['FR', 'DE', 'BE', 'NL', 'LU']",2025-03-14,2025-03-26,48154.98,48678.57,7489010,8181367,59912,58651,898,654,Discover amazing brand awareness deals!,0.0,,2025-10-14 13:00:07.919668,2025-10-14 13:00:07.919668
CAMP_000184,New Arrivals April,new_collection_launch,email,"['BE', 'FR', 'NL']",2025-04-14,2025-04-28,8960.92,8276.8,4138397,4353993,186227,185716,6517,5990,Introducing our latest collection - fashion forward!,0.0,,2025-10-14 13:00:07.919684,2025-10-14 13:00:07.919684
CAMP_000185,Flash Sale 10/05,flash_sale,social_media,"['BE', 'NL', 'DE', 'LU', 'FR']",2025-05-10,2025-05-13,30260.74,30833.43,3627462,3586950,54411,61817,1360,995,Quick! Don't miss out on these incredible deals!,40.9,NEW20,2025-10-14 13:00:07.919701,2025-10-14 13:00:07.919701
CAMP_000186,Loyalty Rewards May,loyalty_program,social_media,"['BE', 'NL', 'FR', 'LU', 'DE']",2025-05-01,2025-05-17,26661.41,28474.59,3349952,3381222,50249,57168,1256,1529,Discover amazing loyalty program deals!,17.4,STYLE71,2025-10-14 13:00:07.919717,2025-10-14 13:00:07.919718
CAMP_000187,End of Season Clearance,clearance,tv_commercial,['DE'],2025-05-03,2025-05-18,44403.62,47337.18,1893487,1985646,3786,3968,30,35,Last chance to grab these styles at amazing prices!,69.1,STYLE71,2025-10-14 13:00:07.919733,2025-10-14 13:00:07.919733
CAMP_000188,Flash Sale 21/06,flash_sale,influencer,['DE'],2025-06-21,2025-06-23,10455.72,9946.1,663073,676365,16576,18673,364,368,24 hours only - up to 50% off everything!,53.1,STYLE67,2025-10-14 13:00:07.919749,2025-10-14 13:00:07.919749
CAMP_000189,Welcome Campaign June,customer_acquisition,social_media,"['BE', 'DE', 'FR', 'NL', 'LU']",2025-06-05,2025-06-25,26556.34,26631.64,3133134,3291292,46997,50722,1174,887,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919764,2025-10-14 13:00:07.919764
CAMP_000190,Welcome Campaign June,customer_acquisition,social_media,"['LU', 'FR']",2025-06-04,2025-06-22,12584.67,10992.54,1293239,1268226,19398,20126,484,608,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919778,2025-10-14 13:00:07.919778
CAMP_000191,Summer Style Event,seasonal_promotion,google_ads,"['BE', 'FR']",2025-06-27,2025-07-13,29509.7,29689.99,2474165,2682047,86595,100516,2424,2960,Celebrate the season with 25% off selected items!,34.5,NEW31,2025-10-14 13:00:07.919795,2025-10-14 13:00:07.919795
CAMP_000192,New Arrivals June,new_collection_launch,radio,['NL'],2025-06-09,2025-06-30,24542.81,26167.94,1453774,1314664,4361,3960,52,52,"Fresh styles, endless possibilities - shop now!",0.0,,2025-10-14 13:00:07.919809,2025-10-14 13:00:07.919810
CAMP_000193,Spring Style Event,seasonal_promotion,in_store,['NL'],2025-07-24,2025-08-20,4650.96,4724.45,944889,884825,94488,109694,4251,3300,Winter warmth - cozy up with 30% off outerwear!,26.0,NEW11,2025-10-14 13:00:07.919826,2025-10-14 13:00:07.919826
CAMP_000194,Flash Sale 09/07,flash_sale,radio,['BE'],2025-07-09,2025-07-10,19765.04,21163.78,1175765,1178619,3527,3643,42,41,Quick! Don't miss out on these incredible deals!,47.6,DEAL14,2025-10-14 13:00:07.919841,2025-10-14 13:00:07.919842
CAMP_000195,Welcome Campaign July,customer_acquisition,outdoor,['BE'],2025-07-12,2025-07-30,20054.61,20536.74,684558,709666,684,627,3,2,Discover amazing customer acquisition deals!,0.0,,2025-10-14 13:00:07.919855,2025-10-14 13:00:07.919855
