review_id,product_id,customer_id,country_code,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,total_votes,size_purchased,color_purchased,fit_rating,quality_rating,style_rating,review_status,moderated_by,created_at,updated_at
REV_2024_003940,PROD_000018,CUST_DE_0000083,DE,5,Not as expected,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-09-22,True,1,11,40,Green,runs_small,4,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003941,PROD_000067,CUST_DE_0000103,LU,4,Disappointed with quality,Perfect fit and beautiful color. Highly recommend this product.,2024-03-23,True,47,9,42,Green,,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003942,PROD_000016,CUST_FR_0000780,LU,3,Amazing material,This item exceeded my expectations. Great quality and fast shipping!,2024-05-21,True,20,31,M,Navy,true_to_size,4,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003943,PROD_000057,CUST_DE_0000289,NL,5,Disappointed with quality,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-28,False,49,12,38,Blue,true_to_size,5,4,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003944,PROD_000098,CUST_DE_0000022,NL,5,Love this product!,Beautiful design but arrived with some loose threads. Still keeping it.,2024-09-12,True,34,27,S,Navy,runs_small,2,,approved,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003945,PROD_000121,CUST_FR_0000757,NL,4,Excellent value,Beautiful design but arrived with some loose threads. Still keeping it.,2024-03-02,False,14,7,42,Pink,,,2,approved,staff_1,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003946,PROD_000090,CUST_LU_0001954,DE,3,Runs small,This item exceeded my expectations. Great quality and fast shipping!,2024-06-02,True,1,18,40,White,runs_small,5,2,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003947,PROD_000205,CUST_DE_0000176,NL,4,Excellent value,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-08-20,False,43,29,36,Black,,2,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003948,PROD_000145,CUST_LU_0001906,BE,4,Not as expected,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-20,True,39,7,,,,1,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003949,PROD_000093,CUST_DE_0000253,NL,4,Will buy again,Good value for money. The style is trendy and comfortable to wear.,2024-08-07,True,49,3,,,,3,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003950,PROD_000235,CUST_DE_0000310,FR,4,Love this product!,Runs larger than expected but overall satisfied with the purchase.,2024-04-15,True,49,10,42,Navy,true_to_size,,3,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003951,PROD_000067,CUST_LU_0001914,BE,4,Stylish and practical,Good value for money. The style is trendy and comfortable to wear.,2024-03-09,True,2,29,,Grey,,5,4,approved,staff_9,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003952,PROD_000094,CUST_DE_0000179,NL,2,Poor stitching,Perfect fit and beautiful color. Highly recommend this product.,2024-03-07,False,1,15,38,Pink,true_to_size,3,,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003953,PROD_000143,CUST_DE_0000012,NL,5,Beautiful design,Good value for money. The style is trendy and comfortable to wear.,2024-08-25,True,48,34,38,Grey,runs_large,3,,approved,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003954,PROD_000070,CUST_NL_0001501,LU,3,Comfortable wear,The material feels cheap and the sizing is off. Disappointed.,2024-02-03,True,16,60,M,Grey,,3,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003955,PROD_000017,CUST_BE_0001603,DE,5,Love this product!,Runs larger than expected but overall satisfied with the purchase.,2024-07-08,True,11,58,M,,runs_large,1,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003956,PROD_000142,CUST_FR_0000960,DE,4,Will buy again,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-10-03,True,46,33,42,,runs_small,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003957,PROD_000227,CUST_FR_0000954,FR,4,Great quality,The material feels cheap and the sizing is off. Disappointed.,2024-09-08,False,5,51,S,Green,runs_large,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003958,PROD_000171,CUST_DE_0000345,LU,4,Great quality,Good value for money. The style is trendy and comfortable to wear.,2024-04-09,True,25,2,L,Green,,,1,approved,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003959,PROD_000158,CUST_FR_0001176,FR,4,Not as expected,Excellent quality and exactly as described. Will definitely order again.,2024-10-03,True,49,37,M,,runs_large,5,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003960,PROD_000197,CUST_FR_0001122,LU,5,Disappointed with quality,Good value for money. The style is trendy and comfortable to wear.,2024-04-21,True,9,47,L,,,2,2,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003961,PROD_000013,CUST_FR_0000838,DE,4,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-01-12,True,14,40,36,Green,,3,1,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003962,PROD_000111,CUST_BE_0001758,LU,5,Runs small,Good value for money. The style is trendy and comfortable to wear.,2024-08-02,True,33,58,,,runs_small,3,,approved,staff_1,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003963,PROD_000117,CUST_DE_0000106,LU,4,Runs small,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-08-21,True,40,20,L,White,true_to_size,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003964,PROD_000268,CUST_DE_0000384,LU,5,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-10-01,True,50,42,,Pink,,1,,approved,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003965,PROD_000007,CUST_FR_0001052,NL,3,Love this product!,Excellent quality and exactly as described. Will definitely order again.,2024-01-06,True,47,31,42,Grey,runs_large,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003966,PROD_000224,CUST_FR_0000785,DE,4,Great quality,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-09-04,False,30,47,,Pink,,,1,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003967,PROD_000018,CUST_DE_0000699,NL,5,Highly recommended,Beautiful design but arrived with some loose threads. Still keeping it.,2024-04-05,True,43,45,34,,,,2,approved,staff_6,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003968,PROD_000006,CUST_FR_0001161,DE,5,Not as expected,Excellent quality and exactly as described. Will definitely order again.,2024-06-07,True,22,38,40,White,,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003969,PROD_000125,CUST_NL_0001517,DE,4,Highly recommended,Runs larger than expected but overall satisfied with the purchase.,2024-04-14,True,25,26,,Blue,true_to_size,,3,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003970,PROD_000026,CUST_FR_0000737,BE,4,Will buy again,Perfect fit and beautiful color. Highly recommend this product.,2024-09-09,True,6,3,,Red,,,4,approved,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003971,PROD_000062,CUST_LU_0001943,FR,4,Highly recommended,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-06-12,True,24,16,S,Pink,,1,,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003972,PROD_000258,CUST_FR_0000957,DE,1,Comfortable wear,Good value for money. The style is trendy and comfortable to wear.,2024-05-05,True,29,35,,,runs_large,4,4,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003973,PROD_000267,CUST_FR_0000798,BE,3,Not as expected,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-04-26,True,38,7,S,Navy,runs_small,4,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003974,PROD_000090,CUST_DE_0000090,DE,4,Love this product!,Good value for money. The style is trendy and comfortable to wear.,2024-10-14,True,46,51,,Black,runs_large,5,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003975,PROD_000269,CUST_DE_0000683,LU,5,Poor stitching,Runs larger than expected but overall satisfied with the purchase.,2024-06-27,True,21,60,42,Brown,true_to_size,5,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003976,PROD_000028,CUST_NL_0001290,BE,4,Great quality,This item exceeded my expectations. Great quality and fast shipping!,2024-02-26,False,0,36,32,Black,,4,4,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003977,PROD_000125,CUST_NL_0001500,NL,3,Great quality,Excellent quality and exactly as described. Will definitely order again.,2024-04-28,True,17,44,32,Black,runs_small,4,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003978,PROD_000035,CUST_NL_0001470,FR,2,Not as expected,Runs larger than expected but overall satisfied with the purchase.,2024-01-24,True,27,51,XS,Red,,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003979,PROD_000157,CUST_NL_0001237,FR,2,Love this product!,This item exceeded my expectations. Great quality and fast shipping!,2024-10-09,True,7,51,,Grey,,5,5,approved,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003980,PROD_000190,CUST_DE_0000358,BE,5,Stylish and practical,The material feels cheap and the sizing is off. Disappointed.,2024-09-19,True,20,54,S,Pink,,5,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003981,PROD_000245,CUST_BE_0001861,LU,4,Poor stitching,This item exceeded my expectations. Great quality and fast shipping!,2024-02-29,True,31,38,42,,true_to_size,3,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003982,PROD_000222,CUST_NL_0001487,DE,5,Disappointed with quality,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-07,True,1,22,S,Green,runs_large,1,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003983,PROD_000022,CUST_FR_0000810,DE,3,Stylish and practical,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-05-22,True,35,58,38,Grey,true_to_size,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003984,PROD_000015,CUST_BE_0001814,BE,3,Poor stitching,Good value for money. The style is trendy and comfortable to wear.,2024-01-25,True,8,25,42,Navy,,,3,approved,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003985,PROD_000243,CUST_BE_0001843,LU,4,Perfect fit,Beautiful design but arrived with some loose threads. Still keeping it.,2024-01-08,False,7,4,38,White,runs_large,2,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003986,PROD_000166,CUST_DE_0000195,DE,4,Not as expected,Perfect fit and beautiful color. Highly recommend this product.,2024-06-18,True,42,5,42,,,,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003987,PROD_000147,CUST_FR_0001092,NL,4,Beautiful design,Good value for money. The style is trendy and comfortable to wear.,2024-04-09,True,3,41,32,Grey,true_to_size,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003988,PROD_000090,CUST_NL_0001296,LU,3,Amazing material,Good value for money. The style is trendy and comfortable to wear.,2024-07-23,True,21,47,34,Navy,,,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003989,PROD_000062,CUST_FR_0001131,LU,1,Runs small,Runs larger than expected but overall satisfied with the purchase.,2024-04-26,True,44,29,34,Red,,5,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003990,PROD_000013,CUST_DE_0000243,BE,5,Highly recommended,The material feels cheap and the sizing is off. Disappointed.,2024-07-24,False,9,43,34,Grey,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003991,PROD_000076,CUST_DE_0000115,LU,3,Highly recommended,This item exceeded my expectations. Great quality and fast shipping!,2024-02-20,True,2,45,42,Brown,runs_small,1,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003992,PROD_000159,CUST_DE_0000606,FR,5,Comfortable wear,This item exceeded my expectations. Great quality and fast shipping!,2024-05-08,False,49,43,S,,,,1,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003993,PROD_000117,CUST_NL_0001323,LU,1,Love this product!,Good value for money. The style is trendy and comfortable to wear.,2024-08-25,True,24,55,XL,Navy,runs_small,5,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003994,PROD_000094,CUST_NL_0001508,DE,4,Will buy again,Beautiful design but arrived with some loose threads. Still keeping it.,2024-05-06,True,39,21,36,Pink,runs_large,5,1,approved,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003995,PROD_000013,CUST_BE_0001625,LU,4,Disappointed with quality,The material feels cheap and the sizing is off. Disappointed.,2024-10-20,True,3,43,,,,1,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003996,PROD_000178,CUST_DE_0000050,DE,4,Highly recommended,Runs larger than expected but overall satisfied with the purchase.,2024-08-26,True,26,38,,,,5,,approved,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003997,PROD_000144,CUST_NL_0001385,BE,3,Beautiful design,Runs larger than expected but overall satisfied with the purchase.,2024-03-18,True,24,49,L,,true_to_size,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003998,PROD_000208,CUST_BE_0001900,LU,5,Beautiful design,Good value for money. The style is trendy and comfortable to wear.,2024-02-04,False,4,49,,Blue,true_to_size,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_003999,PROD_000164,CUST_BE_0001869,FR,2,Excellent value,Perfect fit and beautiful color. Highly recommend this product.,2024-08-02,True,8,2,38,Navy,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004000,PROD_000014,CUST_NL_0001294,LU,4,Poor stitching,Good value for money. The style is trendy and comfortable to wear.,2024-03-02,True,4,11,XL,Red,true_to_size,2,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004001,PROD_000079,CUST_DE_0000580,DE,4,Great quality,Excellent quality and exactly as described. Will definitely order again.,2024-05-01,True,17,13,,,,,4,pending,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004002,PROD_000113,CUST_DE_0000173,DE,4,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-06-20,True,7,19,,,true_to_size,5,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004003,PROD_000098,CUST_NL_0001495,BE,5,Perfect fit,Beautiful design but arrived with some loose threads. Still keeping it.,2024-02-04,True,14,54,,Grey,true_to_size,5,,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004004,PROD_000180,CUST_DE_0000436,BE,5,Highly recommended,Runs larger than expected but overall satisfied with the purchase.,2024-04-25,True,49,42,32,Brown,runs_large,4,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004005,PROD_000098,CUST_DE_0000220,FR,4,Stylish and practical,Runs larger than expected but overall satisfied with the purchase.,2024-05-28,True,30,34,S,,true_to_size,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004006,PROD_000154,CUST_DE_0000209,NL,4,Comfortable wear,Runs larger than expected but overall satisfied with the purchase.,2024-07-07,True,0,41,34,,true_to_size,2,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004007,PROD_000109,CUST_NL_0001439,NL,2,Highly recommended,Excellent quality and exactly as described. Will definitely order again.,2024-04-25,True,20,2,36,Red,runs_small,3,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004008,PROD_000249,CUST_FR_0001008,LU,2,Love this product!,Good value for money. The style is trendy and comfortable to wear.,2024-01-15,True,9,3,40,,,2,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004009,PROD_000003,CUST_NL_0001443,NL,4,Perfect fit,Excellent quality and exactly as described. Will definitely order again.,2024-10-20,True,29,6,,,runs_large,,3,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004010,PROD_000108,CUST_FR_0000757,FR,5,Runs small,Perfect fit and beautiful color. Highly recommend this product.,2024-04-21,True,43,40,38,Grey,,1,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004011,PROD_000126,CUST_BE_0001887,FR,2,Perfect fit,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-05-28,True,35,19,42,,,4,,approved,staff_10,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004012,PROD_000163,CUST_DE_0000364,FR,4,Perfect fit,Beautiful design but arrived with some loose threads. Still keeping it.,2024-02-05,False,33,0,,,,3,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004013,PROD_000031,CUST_FR_0000947,FR,5,Beautiful design,Beautiful design but arrived with some loose threads. Still keeping it.,2024-01-31,True,48,34,36,,,5,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004014,PROD_000081,CUST_NL_0001360,BE,3,Disappointed with quality,Runs larger than expected but overall satisfied with the purchase.,2024-08-05,True,39,30,XS,Navy,runs_small,5,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004015,PROD_000245,CUST_DE_0000248,DE,4,Love this product!,This item exceeded my expectations. Great quality and fast shipping!,2024-03-15,True,29,53,M,Grey,runs_small,3,1,approved,staff_9,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004016,PROD_000097,CUST_BE_0001762,NL,2,Highly recommended,This item exceeded my expectations. Great quality and fast shipping!,2024-03-21,True,0,51,,,,,4,approved,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004017,PROD_000267,CUST_NL_0001308,NL,1,Amazing material,Good value for money. The style is trendy and comfortable to wear.,2024-08-23,False,34,9,,,,3,1,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004018,PROD_000190,CUST_DE_0000398,FR,3,Amazing material,Beautiful design but arrived with some loose threads. Still keeping it.,2024-04-11,True,6,37,,Red,,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004019,PROD_000192,CUST_FR_0000936,DE,5,Comfortable wear,Beautiful design but arrived with some loose threads. Still keeping it.,2024-01-01,True,44,1,XS,Pink,runs_small,2,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004020,PROD_000191,CUST_FR_0001093,NL,4,Runs small,Good value for money. The style is trendy and comfortable to wear.,2024-09-21,True,5,44,S,,,4,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004021,PROD_000134,CUST_FR_0000896,NL,4,Perfect fit,This item exceeded my expectations. Great quality and fast shipping!,2024-10-17,True,50,23,42,Brown,runs_large,5,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004022,PROD_000139,CUST_BE_0001842,BE,4,Disappointed with quality,This item exceeded my expectations. Great quality and fast shipping!,2024-09-12,True,19,5,40,Black,,5,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004023,PROD_000004,CUST_BE_0001669,BE,4,Stylish and practical,Perfect fit and beautiful color. Highly recommend this product.,2024-08-13,True,0,31,34,Green,runs_large,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004024,PROD_000103,CUST_DE_0000550,BE,1,Comfortable wear,Perfect fit and beautiful color. Highly recommend this product.,2024-01-16,True,31,33,M,Green,runs_large,,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004025,PROD_000177,CUST_DE_0000145,FR,4,Comfortable wear,This item exceeded my expectations. Great quality and fast shipping!,2024-02-16,True,39,42,L,White,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004026,PROD_000097,CUST_FR_0000994,FR,5,Will buy again,Runs larger than expected but overall satisfied with the purchase.,2024-01-24,True,4,55,XL,Pink,true_to_size,4,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004027,PROD_000201,CUST_DE_0000091,DE,4,Excellent value,The material feels cheap and the sizing is off. Disappointed.,2024-08-29,True,49,29,,,runs_large,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004028,PROD_000194,CUST_NL_0001373,NL,4,Runs small,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-18,True,49,30,XS,Blue,runs_large,5,1,rejected,staff_9,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004029,PROD_000235,CUST_NL_0001325,FR,4,Love this product!,The material feels cheap and the sizing is off. Disappointed.,2024-02-09,True,12,24,,Blue,,2,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004030,PROD_000092,CUST_FR_0001080,DE,3,Amazing material,Beautiful design but arrived with some loose threads. Still keeping it.,2024-10-10,True,45,32,,Red,,,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004031,PROD_000184,CUST_NL_0001512,LU,5,Beautiful design,Runs larger than expected but overall satisfied with the purchase.,2024-05-20,True,14,51,L,White,runs_small,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004032,PROD_000205,CUST_DE_0000547,FR,4,Excellent value,Perfect fit and beautiful color. Highly recommend this product.,2024-08-08,True,44,4,,Black,runs_large,1,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004033,PROD_000109,CUST_BE_0001681,NL,4,Beautiful design,This item exceeded my expectations. Great quality and fast shipping!,2024-07-21,True,46,7,32,,,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004034,PROD_000020,CUST_DE_0000447,DE,4,Not as expected,The material feels cheap and the sizing is off. Disappointed.,2024-04-28,True,14,49,,Red,,2,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004035,PROD_000175,CUST_DE_0000199,FR,5,Will buy again,Good value for money. The style is trendy and comfortable to wear.,2024-09-01,True,37,31,,Navy,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004036,PROD_000138,CUST_FR_0001123,FR,2,Good for the price,Runs larger than expected but overall satisfied with the purchase.,2024-09-25,True,28,55,42,Pink,true_to_size,,,approved,staff_9,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004037,PROD_000103,CUST_DE_0000037,BE,5,Will buy again,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-06-03,True,30,16,42,,,1,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004038,PROD_000263,CUST_FR_0000905,LU,2,Comfortable wear,Beautiful design but arrived with some loose threads. Still keeping it.,2024-08-19,True,23,19,XS,,,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004039,PROD_000165,CUST_FR_0000770,LU,3,Excellent value,This item exceeded my expectations. Great quality and fast shipping!,2024-01-22,False,14,20,42,Grey,,3,4,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004040,PROD_000038,CUST_NL_0001457,LU,3,Highly recommended,Perfect fit and beautiful color. Highly recommend this product.,2024-08-08,True,19,13,32,,,3,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004041,PROD_000125,CUST_LU_0001958,NL,4,Excellent value,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-10-14,False,47,49,S,,,,2,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004042,PROD_000240,CUST_FR_0001196,NL,5,Comfortable wear,Excellent quality and exactly as described. Will definitely order again.,2024-05-09,False,43,30,,Green,runs_large,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004043,PROD_000249,CUST_DE_0000042,NL,4,Not as expected,Good value for money. The style is trendy and comfortable to wear.,2024-02-24,True,19,51,42,,,4,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004044,PROD_000052,CUST_BE_0001867,FR,3,Perfect fit,The material feels cheap and the sizing is off. Disappointed.,2024-01-17,False,37,32,,Pink,,1,2,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004045,PROD_000025,CUST_DE_0000461,FR,5,Comfortable wear,This item exceeded my expectations. Great quality and fast shipping!,2024-03-18,True,17,40,34,Brown,,4,1,pending,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004046,PROD_000224,CUST_FR_0000765,NL,5,Highly recommended,Beautiful design but arrived with some loose threads. Still keeping it.,2024-10-13,True,18,53,40,Red,true_to_size,5,1,approved,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004047,PROD_000131,CUST_DE_0000137,NL,3,Beautiful design,Runs larger than expected but overall satisfied with the purchase.,2024-03-08,True,32,38,,Pink,runs_small,5,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004048,PROD_000009,CUST_BE_0001896,NL,1,Good for the price,Runs larger than expected but overall satisfied with the purchase.,2024-03-21,True,26,6,38,Navy,,1,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004049,PROD_000218,CUST_DE_0000419,NL,5,Great quality,Perfect fit and beautiful color. Highly recommend this product.,2024-10-16,True,9,36,,Pink,runs_small,3,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004050,PROD_000209,CUST_DE_0000068,LU,3,Not as expected,Runs larger than expected but overall satisfied with the purchase.,2024-08-14,True,30,11,42,,,,5,approved,staff_3,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004051,PROD_000228,CUST_DE_0000492,BE,4,Perfect fit,This item exceeded my expectations. Great quality and fast shipping!,2024-09-29,True,39,56,L,Navy,runs_small,,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004052,PROD_000041,CUST_DE_0000639,BE,5,Disappointed with quality,Good value for money. The style is trendy and comfortable to wear.,2024-02-05,True,24,45,,Brown,,5,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004053,PROD_000198,CUST_FR_0001169,DE,4,Comfortable wear,Excellent quality and exactly as described. Will definitely order again.,2024-10-21,False,22,25,,Black,,1,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004054,PROD_000204,CUST_DE_0000342,BE,4,Runs small,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-06-24,True,19,31,34,,true_to_size,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004055,PROD_000053,CUST_NL_0001455,DE,4,Not as expected,Excellent quality and exactly as described. Will definitely order again.,2024-06-11,True,50,41,M,Green,,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004056,PROD_000243,CUST_DE_0000392,FR,4,Comfortable wear,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-05,False,33,0,34,Red,,3,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004057,PROD_000130,CUST_BE_0001703,NL,4,Runs small,The material feels cheap and the sizing is off. Disappointed.,2024-06-17,True,42,49,,Navy,,4,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_004058,PROD_000037,CUST_BE_0001662,NL,3,Excellent value,Excellent quality and exactly as described. Will definitely order again.,2024-05-21,True,19,12,38,,runs_small,,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
